Location,Station,Date,Time,Temperature_F,DewPoint_F,Humidity_Percentage,Wind,WindSpeed_mph,WindGust_mph,Pressure_in,Precipitation_in,Condition,Data Collection Source
"San Francisco, CA",San Francisco International Airport Station,7/6/21,9:56 AM,62 °F,53 °F,72 %,W,17 mph,0 mph,30.05 in,0.0 in,Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/6/21,10:56 AM,64 °F,53 °F,67 %,W,18 mph,0 mph,30.04 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/6/21,11:56 AM,65 °F,53 °F,65 %,W,18 mph,0 mph,30.04 in,0.0 in,Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/6/21,12:56 PM,67 °F,53 °F,61 %,W,20 mph,0 mph,30.03 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/6/21,1:40 PM,68 °F,53 °F,59 %,W,21 mph,26 mph,30.02 in,0.0 in,Partly Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/6/21,1:56 PM,68 °F,53 °F,59 %,W,23 mph,0 mph,30.02 in,0.0 in,Partly Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/6/21,2:56 PM,68 °F,53 °F,59 %,W,24 mph,28 mph,30.00 in,0.0 in,Partly Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/6/21,3:56 PM,66 °F,53 °F,63 %,W,22 mph,30 mph,29.99 in,0.0 in,Mostly Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/6/21,4:56 PM,66 °F,53 °F,63 %,W,30 mph,37 mph,29.98 in,0.0 in,Mostly Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/6/21,5:56 PM,65 °F,53 °F,65 %,W,25 mph,35 mph,29.98 in,0.0 in,Mostly Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/6/21,6:56 PM,63 °F,53 °F,70 %,W,22 mph,33 mph,29.98 in,0.0 in,Mostly Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/6/21,7:56 PM,62 °F,53 °F,72 %,W,17 mph,25 mph,29.99 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/6/21,8:56 PM,61 °F,53 °F,75 %,W,10 mph,0 mph,29.99 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/6/21,9:56 PM,61 °F,53 °F,75 %,W,17 mph,0 mph,30.00 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/6/21,10:56 PM,60 °F,54 °F,80 %,W,15 mph,0 mph,30.00 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/6/21,11:56 PM,60 °F,53 °F,78 %,W,16 mph,0 mph,29.99 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/7/21,12:56 AM,60 °F,53 °F,78 %,W,15 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/7/21,1:56 AM,60 °F,53 °F,78 %,W,17 mph,25 mph,29.98 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/7/21,2:56 AM,59 °F,53 °F,81 %,W,14 mph,0 mph,29.97 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/7/21,3:56 AM,59 °F,53 °F,81 %,W,13 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/7/21,4:56 AM,58 °F,53 °F,84 %,W,14 mph,0 mph,29.95 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/7/21,5:56 AM,58 °F,53 °F,84 %,W,15 mph,0 mph,29.96 in,0.0 in,Haze,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/7/21,6:56 AM,58 °F,52 °F,81 %,W,15 mph,0 mph,29.97 in,0.0 in,Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/7/21,7:56 AM,58 °F,53 °F,84 %,W,9 mph,0 mph,29.97 in,0.0 in,Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/7/21,8:56 AM,59 °F,52 °F,78 %,W,16 mph,23 mph,29.97 in,0.0 in,Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/7/21,9:56 AM,60 °F,53 °F,78 %,W,13 mph,0 mph,29.96 in,0.0 in,Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/7/21,10:56 AM,61 °F,52 °F,72 %,W,14 mph,0 mph,29.96 in,0.0 in,Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/7/21,11:56 AM,62 °F,52 °F,70 %,W,22 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/7/21,12:56 PM,64 °F,52 °F,65 %,W,23 mph,31 mph,29.95 in,0.0 in,Mostly Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/7/21,1:42 PM,67 °F,53 °F,61 %,WNW,22 mph,0 mph,29.93 in,0.0 in,Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/7/21,1:56 PM,66 °F,53 °F,63 %,W,25 mph,31 mph,29.93 in,0.0 in,Mostly Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/7/21,2:56 PM,66 °F,53 °F,63 %,WNW,21 mph,29 mph,29.92 in,0.0 in,Mostly Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/7/21,3:35 PM,66 °F,53 °F,63 %,W,28 mph,32 mph,29.90 in,0.0 in,Mostly Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/7/21,3:56 PM,66 °F,52 °F,60 %,WNW,22 mph,30 mph,29.90 in,0.0 in,Mostly Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/7/21,4:56 PM,65 °F,52 °F,63 %,W,24 mph,30 mph,29.88 in,0.0 in,Partly Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/7/21,5:43 PM,63 °F,52 °F,67 %,W,20 mph,30 mph,29.87 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/7/21,5:56 PM,63 °F,52 °F,67 %,W,21 mph,32 mph,29.87 in,0.0 in,Mostly Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/7/21,6:56 PM,62 °F,52 °F,70 %,W,23 mph,29 mph,29.86 in,0.0 in,Mostly Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/7/21,7:56 PM,60 °F,51 °F,72 %,W,20 mph,0 mph,29.86 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/7/21,8:56 PM,60 °F,51 °F,72 %,W,13 mph,0 mph,29.86 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/7/21,9:56 PM,60 °F,52 °F,75 %,WNW,12 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/7/21,10:56 PM,60 °F,52 °F,75 %,W,5 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/7/21,11:56 PM,60 °F,52 °F,75 %,WNW,6 mph,0 mph,29.86 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/8/21,12:56 AM,60 °F,52 °F,75 %,VAR,5 mph,0 mph,29.86 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/8/21,1:56 AM,60 °F,52 °F,75 %,WSW,8 mph,0 mph,29.86 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/8/21,2:56 AM,60 °F,52 °F,75 %,WSW,9 mph,0 mph,29.85 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/8/21,3:56 AM,60 °F,52 °F,75 %,SW,5 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/8/21,4:56 AM,60 °F,51 °F,72 %,SW,7 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/8/21,5:52 AM,59 °F,52 °F,77 %,WSW,8 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/8/21,5:56 AM,59 °F,51 °F,75 %,SW,8 mph,0 mph,29.84 in,0.0 in,Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/8/21,6:56 AM,59 °F,51 °F,75 %,SSE,3 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/8/21,7:56 AM,60 °F,51 °F,72 %,SSE,3 mph,0 mph,29.84 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/8/21,8:56 AM,63 °F,52 °F,67 %,E,3 mph,0 mph,29.84 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/8/21,9:56 AM,66 °F,53 °F,63 %,NE,5 mph,0 mph,29.84 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/8/21,10:56 AM,68 °F,54 °F,61 %,ENE,6 mph,0 mph,29.85 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/8/21,11:56 AM,69 °F,55 °F,61 %,NNE,7 mph,0 mph,29.85 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/8/21,12:56 PM,71 °F,57 °F,61 %,NNE,7 mph,0 mph,29.84 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/8/21,1:56 PM,77 °F,54 °F,45 %,NW,16 mph,0 mph,29.82 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/8/21,4:56 PM,73 °F,53 °F,49 %,WNW,21 mph,0 mph,29.79 in,0.0 in,Partly Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/8/21,5:56 PM,74 °F,53 °F,48 %,WNW,20 mph,0 mph,29.79 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/8/21,6:56 PM,70 °F,53 °F,55 %,WNW,18 mph,0 mph,29.78 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/8/21,7:56 PM,67 °F,52 °F,59 %,WNW,16 mph,0 mph,29.79 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/8/21,8:56 PM,64 °F,51 °F,63 %,WNW,12 mph,0 mph,29.80 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/8/21,9:56 PM,63 °F,52 °F,67 %,WNW,10 mph,0 mph,29.81 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/8/21,10:56 PM,63 °F,52 °F,67 %,WNW,12 mph,0 mph,29.82 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/8/21,11:56 PM,63 °F,52 °F,67 %,WNW,9 mph,0 mph,29.82 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/9/21,12:56 AM,63 °F,52 °F,67 %,WNW,12 mph,0 mph,29.81 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/9/21,1:56 AM,62 °F,52 °F,70 %,WNW,9 mph,0 mph,29.82 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/9/21,2:56 AM,62 °F,52 °F,70 %,WNW,9 mph,0 mph,29.82 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/9/21,3:56 AM,62 °F,52 °F,70 %,NW,9 mph,0 mph,29.82 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/9/21,4:56 AM,62 °F,52 °F,70 %,WNW,9 mph,0 mph,29.83 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/9/21,5:56 AM,61 °F,52 °F,72 %,WNW,7 mph,0 mph,29.84 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/9/21,6:56 AM,61 °F,52 °F,72 %,WNW,7 mph,0 mph,29.87 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/9/21,7:56 AM,67 °F,54 °F,63 %,NW,9 mph,0 mph,29.86 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/9/21,8:56 AM,70 °F,56 °F,61 %,NW,7 mph,0 mph,29.89 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/9/21,9:56 AM,72 °F,54 °F,53 %,NW,12 mph,0 mph,29.89 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/9/21,10:56 AM,72 °F,53 °F,51 %,NW,15 mph,0 mph,29.91 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/9/21,11:56 AM,73 °F,53 °F,49 %,NW,15 mph,0 mph,29.91 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/9/21,12:56 PM,73 °F,53 °F,49 %,NW,17 mph,0 mph,29.90 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/9/21,1:56 PM,74 °F,53 °F,48 %,NW,21 mph,0 mph,29.89 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/9/21,2:56 PM,71 °F,53 °F,53 %,WNW,24 mph,0 mph,29.88 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/9/21,3:56 PM,72 °F,53 °F,51 %,NW,22 mph,0 mph,29.87 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/9/21,4:56 PM,70 °F,52 °F,53 %,WNW,25 mph,0 mph,29.87 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/9/21,5:56 PM,67 °F,53 °F,61 %,NW,22 mph,0 mph,29.87 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/9/21,6:56 PM,63 °F,52 °F,67 %,NW,21 mph,0 mph,29.88 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/9/21,7:56 PM,61 °F,52 °F,72 %,WNW,24 mph,0 mph,29.91 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/9/21,8:56 PM,60 °F,52 °F,75 %,WNW,23 mph,0 mph,29.92 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/9/21,9:56 PM,59 °F,52 °F,78 %,WNW,21 mph,0 mph,29.94 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/9/21,10:56 PM,59 °F,52 °F,78 %,WNW,16 mph,0 mph,29.95 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/9/21,11:56 PM,59 °F,52 °F,78 %,WNW,16 mph,0 mph,29.95 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/10/21,12:56 AM,58 °F,52 °F,81 %,NW,17 mph,0 mph,29.94 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/10/21,1:56 AM,58 °F,52 °F,81 %,WNW,15 mph,0 mph,29.94 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/10/21,2:56 AM,57 °F,52 °F,83 %,WNW,16 mph,0 mph,29.93 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/10/21,3:56 AM,58 °F,52 °F,81 %,WNW,13 mph,0 mph,29.93 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/10/21,4:56 AM,57 °F,52 °F,83 %,NW,12 mph,0 mph,29.93 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/10/21,5:56 AM,57 °F,51 °F,81 %,WNW,13 mph,0 mph,29.94 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/10/21,6:56 AM,58 °F,52 °F,81 %,WNW,12 mph,0 mph,29.94 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/10/21,7:56 AM,60 °F,52 °F,75 %,NW,12 mph,0 mph,29.94 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/10/21,8:56 AM,62 °F,52 °F,70 %,NW,14 mph,0 mph,29.95 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/10/21,9:56 AM,65 °F,53 °F,65 %,NW,16 mph,0 mph,29.94 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/10/21,10:56 AM,67 °F,53 °F,61 %,NW,15 mph,0 mph,29.95 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/10/21,11:56 AM,69 °F,52 °F,54 %,NW,18 mph,0 mph,29.93 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/10/21,12:56 PM,71 °F,53 °F,53 %,NW,18 mph,0 mph,29.93 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/10/21,1:56 PM,71 °F,52 °F,51 %,WNW,23 mph,0 mph,29.91 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/10/21,2:56 PM,70 °F,52 °F,53 %,NW,23 mph,0 mph,29.90 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/10/21,3:56 PM,69 °F,52 °F,54 %,NW,25 mph,0 mph,29.88 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/10/21,4:56 PM,67 °F,52 °F,59 %,WNW,22 mph,0 mph,29.88 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/10/21,5:56 PM,66 °F,52 °F,60 %,NW,22 mph,0 mph,29.86 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/10/21,6:56 PM,64 °F,52 °F,65 %,NW,23 mph,0 mph,29.87 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/10/21,7:56 PM,62 °F,51 °F,67 %,WNW,21 mph,0 mph,29.87 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/10/21,8:56 PM,61 °F,52 °F,72 %,NW,22 mph,0 mph,29.88 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/10/21,9:56 PM,60 °F,52 °F,75 %,WNW,18 mph,24 mph,29.90 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/10/21,10:56 PM,58 °F,52 °F,81 %,NW,16 mph,0 mph,29.90 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/11/21,6:56 PM,61 °F,51 °F,70 %,W,24 mph,0 mph,29.86 in,0.0 in,Partly Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/11/21,7:09 PM,60 °F,51 °F,72 %,W,23 mph,0 mph,29.86 in,0.0 in,Mostly Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/11/21,7:56 PM,60 °F,51 °F,72 %,W,17 mph,0 mph,29.88 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/11/21,8:56 PM,60 °F,51 °F,72 %,W,16 mph,0 mph,29.89 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/11/21,9:56 PM,60 °F,51 °F,72 %,W,14 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/11/21,10:56 PM,60 °F,51 °F,72 %,W,12 mph,0 mph,29.90 in,0.0 in,Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/11/21,11:56 PM,59 °F,51 °F,75 %,WNW,9 mph,0 mph,29.91 in,0.0 in,Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/12/21,12:56 AM,59 °F,51 °F,75 %,WSW,13 mph,0 mph,29.90 in,0.0 in,Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/12/21,1:56 AM,59 °F,51 °F,75 %,W,12 mph,0 mph,29.90 in,0.0 in,Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/12/21,2:56 AM,59 °F,51 °F,75 %,W,12 mph,0 mph,29.90 in,0.0 in,Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/12/21,3:56 AM,58 °F,51 °F,78 %,WSW,7 mph,0 mph,29.90 in,0.0 in,Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/12/21,4:56 AM,58 °F,51 °F,78 %,WSW,9 mph,0 mph,29.91 in,0.0 in,Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/12/21,5:56 AM,58 °F,51 °F,78 %,W,9 mph,0 mph,29.91 in,0.0 in,Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/12/21,6:56 AM,58 °F,50 °F,75 %,W,12 mph,0 mph,29.92 in,0.0 in,Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/12/21,7:56 AM,58 °F,51 °F,78 %,WSW,10 mph,0 mph,29.93 in,0.0 in,Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/12/21,8:56 AM,60 °F,51 °F,72 %,W,12 mph,0 mph,29.93 in,0.0 in,Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/12/21,9:56 AM,63 °F,51 °F,65 %,WNW,14 mph,0 mph,29.93 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/12/21,10:56 AM,65 °F,51 °F,61 %,W,22 mph,28 mph,29.94 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/12/21,11:56 AM,66 °F,51 °F,59 %,WNW,21 mph,0 mph,29.93 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/12/21,12:56 PM,66 °F,51 °F,59 %,W,21 mph,0 mph,29.93 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/12/21,1:56 PM,66 °F,51 °F,59 %,W,21 mph,0 mph,29.92 in,0.0 in,Fair / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/12/21,2:56 PM,68 °F,51 °F,55 %,WNW,21 mph,0 mph,29.91 in,0.0 in,Partly Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/12/21,3:56 PM,66 °F,51 °F,59 %,W,17 mph,23 mph,29.90 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/12/21,4:56 PM,65 °F,52 °F,63 %,W,14 mph,0 mph,29.88 in,0.0 in,Fair,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/12/21,5:56 PM,63 °F,51 °F,65 %,WNW,15 mph,0 mph,29.88 in,0.0 in,Partly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/12/21,6:13 PM,62 °F,51 °F,67 %,W,16 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/12/21,6:56 PM,61 °F,51 °F,70 %,W,20 mph,0 mph,29.88 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/12/21,7:56 PM,60 °F,51 °F,72 %,W,21 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy / Windy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/12/21,8:56 PM,60 °F,51 °F,72 %,W,17 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/12/21,9:56 PM,59 °F,51 °F,75 %,W,16 mph,0 mph,29.89 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/12/21,10:56 PM,59 °F,51 °F,75 %,W,16 mph,0 mph,29.89 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/12/21,11:56 PM,59 °F,51 °F,75 %,W,14 mph,0 mph,29.88 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/13/21,12:56 AM,59 °F,51 °F,75 %,W,13 mph,0 mph,29.89 in,0.0 in,Mostly Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/13/21,1:56 AM,59 °F,51 °F,75 %,W,14 mph,0 mph,29.88 in,0.0 in,Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/13/21,2:56 AM,59 °F,51 °F,75 %,W,14 mph,0 mph,29.88 in,0.0 in,Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/13/21,3:56 AM,58 °F,51 °F,78 %,WSW,16 mph,0 mph,29.88 in,0.0 in,Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/13/21,4:56 AM,58 °F,50 °F,75 %,WSW,15 mph,0 mph,29.88 in,0.0 in,Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/13/21,5:56 AM,58 °F,51 °F,78 %,WSW,13 mph,0 mph,29.89 in,0.0 in,Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/13/21,6:56 AM,58 °F,50 °F,75 %,WSW,12 mph,0 mph,29.90 in,0.0 in,Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/13/21,7:56 AM,59 °F,50 °F,72 %,WSW,13 mph,0 mph,29.90 in,0.0 in,Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/13/21,8:56 AM,60 °F,51 °F,72 %,WSW,9 mph,0 mph,29.91 in,0.0 in,Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/13/21,9:56 AM,61 °F,51 °F,70 %,WSW,12 mph,0 mph,29.92 in,0.0 in,Cloudy,Weather Underground
"San Francisco, CA",San Francisco International Airport Station,7/13/21,10:30 AM,63 °F,51 °F,65 %,WSW,15 mph,0 mph,29.93 in,0.0 in,Mostly Cloudy,Weather Underground
