Location,Station,Date,Time,Temperature (F),Dew Point (F),Humidity (%),Wind,Wind Speed (mph),Wind Gust (mph),Pressure (in),Precipitation (in),Condition,Data Collection Source
"New York City, NY",Laguardia Airport Station,7/27/21,6:51 PM,87 °F,62 °F,43 %,S,12 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/27/21,7:34 PM,83 °F,58 °F,42 %,NNW,25 mph,45 mph,29.89 in,0.0 in,Squalls / Windy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/27/21,7:48 PM,81 °F,57 °F,45 %,NNW,20 mph,35 mph,29.88 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/27/21,7:51 PM,80 °F,58 °F,47 %,NNW,15 mph,32 mph,29.89 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/27/21,8:51 PM,80 °F,57 °F,45 %,NE,5 mph,0 mph,29.91 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/27/21,9:51 PM,79 °F,59 °F,50 %,NW,8 mph,0 mph,29.94 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/27/21,10:51 PM,79 °F,58 °F,48 %,N,5 mph,0 mph,29.90 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/27/21,11:51 PM,80 °F,58 °F,47 %,WSW,6 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/28/21,12:51 AM,77 °F,60 °F,56 %,NNW,10 mph,21 mph,29.92 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/28/21,1:51 AM,74 °F,63 °F,68 %,CALM,0 mph,0 mph,29.92 in,0.1 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/28/21,2:51 AM,71 °F,64 °F,78 %,WNW,7 mph,0 mph,29.92 in,0.1 in,T-Storm,Weather Underground
"New York City, NY",Laguardia Airport Station,7/28/21,3:05 AM,71 °F,64 °F,78 %,SW,3 mph,0 mph,29.91 in,0.0 in,Light Rain,Weather Underground
"New York City, NY",Laguardia Airport Station,7/28/21,3:51 AM,73 °F,65 °F,76 %,WNW,6 mph,0 mph,29.92 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/28/21,4:51 AM,72 °F,65 °F,78 %,NW,9 mph,0 mph,29.93 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/28/21,5:51 AM,72 °F,65 °F,78 %,NNW,9 mph,0 mph,29.92 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/28/21,6:51 AM,72 °F,64 °F,76 %,NNE,6 mph,0 mph,29.93 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/28/21,7:51 AM,73 °F,63 °F,71 %,N,9 mph,0 mph,29.95 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/28/21,8:51 AM,75 °F,63 °F,66 %,N,6 mph,0 mph,29.96 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/28/21,9:51 AM,74 °F,64 °F,71 %,NNE,8 mph,0 mph,29.97 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/28/21,10:51 AM,77 °F,63 °F,62 %,NNW,8 mph,0 mph,29.98 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/28/21,11:51 AM,78 °F,62 °F,58 %,N,12 mph,0 mph,29.98 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/28/21,12:51 PM,79 °F,60 °F,52 %,N,12 mph,0 mph,29.97 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/28/21,1:51 PM,79 °F,59 °F,50 %,ENE,8 mph,0 mph,29.97 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/28/21,2:51 PM,81 °F,58 °F,45 %,E,9 mph,0 mph,29.96 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/28/21,3:51 PM,81 °F,57 °F,44 %,NE,7 mph,0 mph,29.96 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/28/21,4:51 PM,82 °F,56 °F,41 %,ENE,6 mph,0 mph,29.96 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/28/21,5:51 PM,80 °F,62 °F,54 %,S,8 mph,0 mph,29.96 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/28/21,6:51 PM,77 °F,63 °F,62 %,S,10 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/28/21,7:51 PM,77 °F,63 °F,62 %,S,10 mph,0 mph,29.97 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/28/21,8:51 PM,76 °F,63 °F,64 %,S,10 mph,0 mph,29.97 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/28/21,9:51 PM,75 °F,62 °F,64 %,S,9 mph,0 mph,29.99 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/28/21,10:51 PM,75 °F,62 °F,64 %,S,10 mph,0 mph,29.99 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/28/21,11:51 PM,75 °F,62 °F,64 %,S,8 mph,0 mph,30.01 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/29/21,12:51 AM,74 °F,64 °F,71 %,S,9 mph,0 mph,30.00 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/29/21,1:51 AM,73 °F,65 °F,76 %,S,7 mph,0 mph,29.98 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/29/21,2:51 AM,73 °F,65 °F,76 %,S,8 mph,0 mph,29.99 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/29/21,3:51 AM,73 °F,65 °F,76 %,SSW,8 mph,0 mph,29.98 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/29/21,4:51 AM,73 °F,65 °F,76 %,S,8 mph,0 mph,29.98 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/29/21,5:51 AM,73 °F,65 °F,76 %,S,7 mph,0 mph,29.99 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/29/21,6:51 AM,74 °F,66 °F,76 %,S,9 mph,0 mph,30.00 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/29/21,7:51 AM,75 °F,65 °F,71 %,S,10 mph,0 mph,29.99 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/29/21,8:51 AM,75 °F,64 °F,69 %,S,15 mph,0 mph,29.97 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/29/21,9:51 AM,77 °F,65 °F,66 %,S,14 mph,0 mph,29.98 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/29/21,10:51 AM,79 °F,66 °F,64 %,S,14 mph,24 mph,29.96 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/29/21,11:51 AM,79 °F,64 °F,60 %,S,20 mph,0 mph,29.95 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/29/21,12:51 PM,78 °F,64 °F,62 %,S,18 mph,28 mph,29.92 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/29/21,1:51 PM,79 °F,65 °F,62 %,S,24 mph,31 mph,29.90 in,0.0 in,Cloudy / Windy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/29/21,2:13 PM,78 °F,66 °F,66 %,S,20 mph,0 mph,29.89 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/29/21,2:51 PM,77 °F,67 °F,71 %,S,22 mph,30 mph,29.87 in,0.0 in,Cloudy / Windy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/29/21,3:51 PM,77 °F,67 °F,71 %,S,22 mph,32 mph,29.83 in,0.0 in,Cloudy / Windy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/29/21,4:51 PM,78 °F,68 °F,71 %,S,20 mph,24 mph,29.81 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/29/21,5:51 PM,76 °F,70 °F,82 %,S,17 mph,29 mph,29.78 in,0.1 in,Light Rain,Weather Underground
"New York City, NY",Laguardia Airport Station,7/29/21,6:01 PM,76 °F,70 °F,82 %,S,17 mph,25 mph,29.78 in,0.0 in,T-Storm,Weather Underground
"New York City, NY",Laguardia Airport Station,7/29/21,6:11 PM,76 °F,71 °F,85 %,S,21 mph,26 mph,29.78 in,0.0 in,Light Rain with Thunder,Weather Underground
"New York City, NY",Laguardia Airport Station,7/29/21,6:51 PM,75 °F,70 °F,84 %,S,20 mph,37 mph,29.75 in,0.1 in,T-Storm,Weather Underground
"New York City, NY",Laguardia Airport Station,7/29/21,7:04 PM,76 °F,71 °F,85 %,S,16 mph,24 mph,29.74 in,0.0 in,T-Storm,Weather Underground
"New York City, NY",Laguardia Airport Station,7/29/21,7:09 PM,76 °F,71 °F,85 %,S,20 mph,29 mph,29.74 in,0.0 in,Light Rain,Weather Underground
"New York City, NY",Laguardia Airport Station,7/29/21,7:51 PM,75 °F,70 °F,84 %,SSW,20 mph,30 mph,29.75 in,0.1 in,Light Rain,Weather Underground
"New York City, NY",Laguardia Airport Station,7/29/21,8:51 PM,73 °F,65 °F,76 %,SSW,12 mph,0 mph,29.75 in,0.0 in,Light Rain,Weather Underground
"New York City, NY",Laguardia Airport Station,7/29/21,9:51 PM,73 °F,68 °F,84 %,SSW,9 mph,0 mph,29.73 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/29/21,10:51 PM,74 °F,68 °F,82 %,SSW,9 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/29/21,11:51 PM,74 °F,68 °F,82 %,SW,8 mph,0 mph,29.70 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/30/21,12:51 AM,75 °F,68 °F,79 %,SW,9 mph,0 mph,29.68 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/30/21,1:51 AM,75 °F,68 °F,79 %,WNW,9 mph,21 mph,29.68 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/30/21,2:51 AM,75 °F,68 °F,79 %,W,8 mph,0 mph,29.67 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/30/21,3:51 AM,75 °F,66 °F,73 %,WNW,14 mph,0 mph,29.66 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/30/21,4:51 AM,74 °F,66 °F,76 %,NW,13 mph,0 mph,29.69 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/30/21,5:51 AM,73 °F,62 °F,68 %,NW,13 mph,24 mph,29.70 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/30/21,6:51 AM,72 °F,61 °F,68 %,WNW,10 mph,0 mph,29.71 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/30/21,7:51 AM,72 °F,61 °F,68 %,NW,12 mph,0 mph,29.74 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/30/21,8:51 AM,74 °F,60 °F,62 %,NW,13 mph,0 mph,29.76 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/30/21,9:51 AM,75 °F,60 °F,60 %,NW,16 mph,0 mph,29.76 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/30/21,10:51 AM,78 °F,60 °F,54 %,NW,16 mph,0 mph,29.76 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/30/21,11:51 AM,80 °F,59 °F,48 %,WNW,15 mph,0 mph,29.76 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/30/21,12:51 PM,82 °F,58 °F,44 %,NW,14 mph,22 mph,29.76 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/30/21,1:51 PM,83 °F,55 °F,38 %,WNW,20 mph,23 mph,29.75 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/30/21,2:51 PM,83 °F,54 °F,37 %,WNW,16 mph,25 mph,29.75 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/30/21,3:51 PM,84 °F,53 °F,34 %,NW,17 mph,25 mph,29.75 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/30/21,4:51 PM,82 °F,52 °F,35 %,NNW,20 mph,28 mph,29.76 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/30/21,5:51 PM,81 °F,50 °F,34 %,NNW,17 mph,28 mph,29.79 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/30/21,6:51 PM,80 °F,49 °F,34 %,NW,21 mph,28 mph,29.82 in,0.0 in,Partly Cloudy / Windy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/30/21,7:51 PM,78 °F,49 °F,36 %,NW,20 mph,0 mph,29.84 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/30/21,8:51 PM,75 °F,48 °F,38 %,NNW,16 mph,26 mph,29.88 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/30/21,9:51 PM,74 °F,47 °F,38 %,NW,18 mph,28 mph,29.91 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/30/21,10:51 PM,72 °F,48 °F,43 %,NW,16 mph,0 mph,29.92 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/30/21,11:51 PM,70 °F,47 °F,44 %,NNW,17 mph,0 mph,29.93 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/31/21,12:51 AM,68 °F,47 °F,47 %,NNW,16 mph,0 mph,29.93 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/31/21,1:51 AM,67 °F,47 °F,49 %,NNW,13 mph,0 mph,29.93 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/31/21,2:51 AM,65 °F,47 °F,52 %,N,9 mph,0 mph,29.94 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/31/21,3:51 AM,64 °F,48 °F,56 %,N,6 mph,0 mph,29.95 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/31/21,4:51 AM,64 °F,48 °F,56 %,N,3 mph,0 mph,29.95 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/31/21,5:51 AM,65 °F,47 °F,52 %,NNW,8 mph,0 mph,29.97 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/31/21,6:51 AM,64 °F,48 °F,56 %,WNW,9 mph,0 mph,29.98 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/31/21,7:51 AM,66 °F,50 °F,56 %,WNW,10 mph,0 mph,29.98 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/31/21,8:51 AM,67 °F,50 °F,54 %,NNW,9 mph,0 mph,29.98 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/31/21,9:51 AM,69 °F,50 °F,51 %,NW,7 mph,0 mph,29.97 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/31/21,10:51 AM,71 °F,46 °F,41 %,N,8 mph,0 mph,29.97 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/31/21,11:51 AM,73 °F,47 °F,39 %,VAR,6 mph,0 mph,29.97 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/31/21,12:51 PM,74 °F,45 °F,35 %,W,15 mph,18 mph,29.95 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/31/21,1:51 PM,76 °F,46 °F,35 %,NW,9 mph,0 mph,29.94 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/31/21,2:51 PM,77 °F,45 °F,32 %,NW,6 mph,23 mph,29.93 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/31/21,3:51 PM,79 °F,47 °F,32 %,WNW,14 mph,21 mph,29.92 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/31/21,4:51 PM,79 °F,47 °F,32 %,W,10 mph,0 mph,29.91 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/31/21,5:51 PM,78 °F,49 °F,36 %,NW,12 mph,0 mph,29.90 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/31/21,6:51 PM,78 °F,48 °F,35 %,W,9 mph,0 mph,29.90 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/31/21,7:51 PM,76 °F,51 °F,42 %,WNW,6 mph,0 mph,29.90 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/31/21,8:51 PM,76 °F,50 °F,40 %,W,6 mph,0 mph,29.91 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/31/21,9:51 PM,76 °F,51 °F,42 %,VAR,5 mph,0 mph,29.92 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/31/21,10:51 PM,73 °F,58 °F,59 %,ESE,6 mph,0 mph,29.92 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/31/21,11:51 PM,72 °F,59 °F,64 %,S,6 mph,0 mph,29.92 in,0.0 in,Fair,Weather Underground
